,funds,link,location,summary,title
639,"
$120 raised of $30.0M                    ",https://www.gofundme.com/help-immigrants-kids-to-find-homes,"Los Angeles, CA","IF THEY (IMMIGRANTS) CANNOT COME IN, LET’S BRING THEM HELP!   My name is Blondy Baruti. I am the Author of the book, “The Incredible True Story of Blondy Baruti. My Unlikely Journey from the Congo to Hollywood.” I am also an actor. I want to inspire the America through my life experience in the C...","Supply Tents,food,Lawyers etc for Immigrants in SB"
640,"
$55 raised of $10,000                    ",https://www.gofundme.com/funds-for-kavanaugh-polygraph,"South Jordan, UT","Multiple times questions were raised asking how Ms Blasey Ford had paid for her polygraph. Her legal counsel put things to rest saying that they had paid it.   It appears that as of now, we are not going to get the opportunity to hear from Mr Mark Judge, or the other women who have said that Judg...",Funds for Kavanaugh polygraph
641,"
$198 raised of $500                    ",https://www.gofundme.com/dnc-watch-in-dc,"Edmond, WV","Let's talk about transparency in the Democratic Party. The full DNC will meet this Thursday, Friday and Saturday in Washington DC.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting yourself, OR B.  Make arrangements with the DNC to read the transcri...",DNC Watch in DC
642,"
$290 raised of $4,000                    ",https://www.gofundme.com/finish-brill-building-movie,"Las Vegas, NM","Six years in the making and almost finished, The Brill Building Movie (formerly ""A Chicken in Every Garage"") began when I ran in the Presidential Primary in Arizona in 2012 (as a Republican - seriously!).    Four people including three computer guys (including one quite prominent) have invested $...",Finish Brill Building Movie
643,"
$1,525 raised of $25,000                    ",https://www.gofundme.com/chris-kolski-memorial,"Anaheim, CA","My Dad, Chris Kolski, has been fighting prostate cancer for 4 1/2 years now. Recently it has become very difficult for him  due to the cancer spreading and he is scheduled for radiation and chemotherapy treatments.  We are unsure how his body will take the treatments. We are hoping for the best b...",Chris Kolski Memorial
644,"
$25 raised of $35                    ",https://www.gofundme.com/maga-hat-for-college-student,"Chicago, IL","As a broke, hispanic college student, it is sometimes hard to show my true Republican colors given how liberal my campus is. This hat would allow me to more easily express my support for my great president, and the great Republican Party. As a dual citizen of the US, Panama, and Costa Rica, I sup...",MAGA Hat for College Student
645,"
$250 raised of $200                    ",https://www.gofundme.com/dfcrcpac19,"Newark, DE","The Delaware Federation of College Republicans (DFCR) are ready to take on CPAC 2019!  With many eager conservative students ready to travel to National Harbor to hear from conservative speakers from all across the country, we need your help to make it possible. Please help the Delaware Federatio...",DFCR to CPAC 2019
646,"
$125 raised of $1,600                    ",https://www.gofundme.com/help-emily-get-back-to-the-dr,"Roswell, GA","Friends and family: I have the opportunity to return to the Dominican Republican to serve the people there and share the gospel. Would you please consider supporting me with your prayers? If you feel led, I am also trying to raise as much towards the $1600 cost of the trip as I can and I would gr...",Help Emily get back to the DR
647,"
$105 raised of $1,000                    ",https://www.gofundme.com/sjq369-flint-water-crisis,"Traverse City, MI","I recently saw a post about the fact that gofundme accounts had been raising millions of dollars to build the wall at the border. Another account was made for “ladders to get over the wall”, yet kids in flint, in our own country, don’t have clean drinking water. It is baffling that these accounts...",Flint Water Crisis
648,"
$280 raised of $100                    ",https://www.gofundme.com/dime-a-door-for-dems100,"Bloomington, IN","For every dime we raise, Bloomington High School South Young Democrats will knock on the door of a potential voter. Our Day of Action will be October 21st, when we’ll spend all day canvassing for several candidates running for federal and state office in Indiana. A portion of the money we raise w...",Dime a Door for Dems
649,"
$305 raised of $2,000                    ",https://www.gofundme.com/RasmussenOhio,"Asbury Park, NJ","U.S. Senate  The incumbent: Sherrod Brown (Democrat), a former state official who then served 14 years as a U.S. congressman. Elected to the U.S. Senate in 2006, he is seeking a third term.  The challenger: Jim Renacci (Republican), a businessman and U.S. congressman since 2011. Governor:  Two-te...",2018 Ohio Midterm Elections
650,"
$110 raised of $5,000                    ",https://www.gofundme.com/wpgrwn-i-just-need-a-hand-up,"Pensacola, FL","I filed paperwork with the FEC to run as a Republican in Florida's 1st Congressional District for the 2020 election back in February.   Apparently word got back to some racist political thugs in Mobile, Alabama who don't like me very much. See, I was very much disliked in Mobile because I believe...",I just need a hand up
651,"
$122 raised of $1,000                    ",https://www.gofundme.com/government-shutdown-fundraiser,"Chandler, AZ","This fundraiser is to compensate the 800,000 plus Federal employees affected by the partial government shutdown.  The goal is to match their salaries, until they start getting their regular paychecks.  BY DONATING $11.00 EVERY 2 WEEKS, WE CAN PAY FOR THEIR SALARIES.  The following chart illustrat...",Government Shutdown Fundraiser
652,"
$600 raised of $1.0M                    ",https://www.gofundme.com/q39ge-we-the-people-won039t-fund-the-wall,"Atlanta, GA",summary was NoneType,We The People Choose LEGO Bridges
653,"
$20 raised of $25                    ",https://www.gofundme.com/marines-veteran-wedding-funds,"San Antonio, TX","Autumn begins.... Be aware of conartist pretending to collect for this fundraiser,  we are not doing crowdfunding...thanksgiving to the native American and the pilgrim American  Thus class is in session and my engagement soon followed This is how I found love in a haunted house☕ The great Pumpkin...",The bride tribe
654,"
$690 raised of $1.0M                    ",https://www.gofundme.com/we-the-people-will-fund-the-fight-against-poverty,"Brooklyn, NY","In a time when Americans can collectively donate almost 15 million dollars in less than 5 days for a wall, there is no excuse that the same cannot be done to help others. We exist in a time that is governed by fear and hatred, masked as patriotism. The rhetoric that has fueled our desire to creat...",We The People Will Fund The Fight Against Poverty
655,"
$165 raised of $1,000                    ",https://www.gofundme.com/family-and-friends-of-federal-employees,"Richmond, VA","Whether Republican or Democratic; we are all united in caring for our fellow Americans in time of need. It has been proven with every national disaster how quickly citizens come together to feed, house, and clothe each other in extreme situations.   If the current Government Shutdown doesn't affe...",Family and Friends of Federal Employees
656,"
$20 raised of $6,000                    ",https://www.gofundme.com/trump-wagon,"Coalmont, TN",Want to help be apart of the Trump Wagon? Here is your chance! This weekend we are filming a video to promote President Donald Trump.  We have covered most of the expenses ourselves but we are still lacking funding. We want to involve as many of you as we possibly can. Any donations help but any...,Trump Wagon
657,"
$5 raised of $5.0M                    ",https://www.gofundme.com/fire-clay-helton,"Los Angeles, CA",summary was NoneType,Fire Clay Helton
658,"
$880 raised of $5,000                    ",https://www.gofundme.com/david039s-medical-procedure,"Altus, OK","David's wife Deb Davis is President of the Oklahoma Federation of Republican Women, and beloved around the state.  She has suffered, along with her husband, for years due to his health problems.  We want to help this beautiful couple get the medical treatment that is needed to return to the happy...",David's medical procedure
659,"
$100 raised of $25,000                    ",https://www.gofundme.com/helping-america039s-student039s,"Van Nuys, CA","$1,520,000,000,000 : TOTAL STUDENT LOAN DEBT IN AMERICA  Thats Trillion with a ""T""  $37,173: AVG DOLLAR AMOUNT PER STUDENT $41,000 and growing for Millenials  44,000,000:  AMERICANS IN STUDENT LOAN DEBT Hi guys,  I'm starting this page as a shot in the dark fueled by my burning desire to EMPOWER...",STUDENT LOAN AWARENESS
