Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
937,"May 17, 2019",10000.0,https://www.gofundme.com/iwanttodecide,"Long Beach, CA",0.0,CA,"It's funny to put this gofundme.com fundraiser is in the dreams, hopes and wishes category But for Alabama women, this is REALITY NOW.  They only can dream, hope and wish for their fundamental rights   For safe and legal right to have an abortion. Forcing someone into motherhood who does not want...",rep,ANTI-ABORTION BILLBOARDS FUNDRAISER - ALABAMA,2019,5,Friday
938,"May 16, 2019",2000.0,https://www.gofundme.com/help-mark039s-fight-for-justice,"Bronx, NY",0.0,NY,"For three years starting in 1982, Mark Taylor was raped by his principal, Irwin Goldberg, at Adlai Stevenson High School. He never got justice for what happened to him. Despite trying to tell a teacher about what was happening, that teacher chose to protect his rapist instead of him.  In 2001, wh...",rep,Help Mark's Fight for Justice,2019,5,Thursday
939,"May 16, 2019",10000.0,https://www.gofundme.com/1n0n4mnq1c,"Charlton, MA",0.0,MA,I’m aiming to make a billboard with pictures of ugly ass Democrats and write no more Democrat’s!republicans rule!!!!,rep,Anti Democratic Billboard,2019,5,Thursday
940,"May 15, 2019",20000.0,https://www.gofundme.com/goodbye-us-hello-canada,"New Orleans, LA",0.0,LA,"Here we go; Conservatives, right-wingdings, christians, nationalists, incels, gun-nutters, republicans, and other such white trash:  There's always those who say, ""if so-in-so gets into office, I'm moving to Canada"", or, ""if they pass law xyz, I'm moving to Canada."" And of course you guys are lik...",rep,"Goodbye US, hello Canada!",2019,5,Wednesday
941,"May 15, 2019",128000.0,https://www.gofundme.com/private-island-luxury-container-home-airbnb,"Miami, FL",0.0,FL,"This a project for a luxury off grid container home to be built and placed on a private beach Island in las Terrenas Dominican Republican.  Then to be rented out on Airbnb, included in rental will be transfer from Airport, transfer to Island on boat, full-time chef, security on premises.   The pr...",rep,Private Island Luxury Container Home Airbnb,2019,5,Wednesday
942,"May 15, 2019",15.0,https://www.gofundme.com/maga-hats-for-kids,"Austin, TX",0.0,TX,"Tanner, Chris, and Aidan have been Conservative and Republicans for a long time and have no way of expressing themselves. Donating $1 - $15 would make Tanner, Aidan, and Chris would be able to buy 3 maga hats (MAKE AMERICA GREAT AGAIN) and keep 3 of them to wear. Thank you and god bless and vote...",rep,MAGA hats for kids!,2019,5,Wednesday
944,"May 14, 2019",6000.0,https://www.gofundme.com/womens-rights-in-alabama,"San Francisco, CA",0.0,CA,"Today, Alabama passed the nation's most restrictive abortion ban which makes no exceptions for victims of rape or incest, banning nearly all abortions in the state. Doctors who do not comply could face *99* years in prison.  I am fundraising to purchase a billboard for 1 month, starting mid June...",rep,Save Victims of Rape & Incest from Alabama's Laws,2019,5,Tuesday
945,"May 13, 2019",9000.0,https://www.gofundme.com/1mxpeuobk0,"Greensboro, NC",0.0,NC,"hi I’m Alissa Wright , I’m twenty  one years old and I reside in Greensboro NC. I was born into a family FULL of republicans whom had taught me what life should be (Get a hard working husband , get married ,get pregnant , and take care of the kids).  A few years ago I graduated high school and mo...",rep,Fellow Trump Supporters Help Me Get Back Into Uni,2019,5,Monday
947,"May 13, 2019",5000.0,https://www.gofundme.com/andrew-shecktor-for-state-senate,"Berwick, PA",0.0,PA,"Our state of Pennsylvania is in severe disarray, morally, socially, culturally and economically. I believe that government should be made up of people, real people. It used to be that the owner of the local print shop, or the town auto mechanic would represent the people. We have lost that in our...",rep,Andrew Shecktor for State Senate,2019,5,Monday
948,"May 13, 2019",50000.0,https://www.gofundme.com/donald-trump-maga-meet-and-greet,"Arkabutla, MS",0.0,MS,"My name is Johnny Lester and I am a dedicated Trump Supporter. It took more than a year after Trump’s January 2017 inauguration for him to venture to the nation’s largest state. He was in California for less than 24 hours last March, inspecting prototypes for his proposed border wall, speaking to...",rep,Donald Trump MAGA Meet and Greet,2019,5,Monday
950,"May 11, 2019",10000.0,https://www.gofundme.com/florida-voters-fund,"Tampa, FL",0.0,FL,"In lieu of trying to form a non-profit (which I don't know where to start), I am starting a GoFundMe to assist felons who have been released from prison who have fees to pay before they can vote. The law passed by the Florida Legislature is similar to a poll tax and disenfranchises the voters tha...",rep,Florida Voters Fund,2019,5,Saturday
951,"May 11, 2019",500000.0,https://www.gofundme.com/Restore-Connecticut,"Hartford, CT",0.0,CT,Hi my name is Thomas Gilmer.  I am running for U.S. Congress in the Second Congressional District of Connecticut for the Republican Party.  This is such a pivotal time not just for my state but every state in the nation. Lobbyists and corrupt politicians are banning together to support the extrem...,rep,Unite Connecticut,2019,5,Saturday
952,"May 10, 2019",500.0,https://www.gofundme.com/1muf027xqo,"Peoria, AZ",0.0,AZ,I recently told my parents that I am a republican and fully support Donald Trump. They put me out on the street and I can’t afford to live on my own. Please help me so I can afford rent on an apartment.,rep,Kicked Out For Being A Trump Supporter,2019,5,Friday
954,"May 10, 2019",200000.0,https://www.gofundme.com/funding-to-leave-this-godforsaken-country,"Washington, IL",0.0,IL,Republicans would prefer to live in their own society and I am volunteering to leave.,rep,Funding to leave this Godforsaken country,2019,5,Friday
955,"May 8, 2019",12000.0,https://www.gofundme.com/righteous-leaders-will-take-the-kingdom,"Lithonia, GA",0.0,GA,THE RIGHT-SIDE VIEW OF THE SPIRIT OF MAN LOOKING THROUGH YOUR EYES!  Peace is with both parties of this government now.  Why do I hear the voices of the unrighteous speaking proudful things against the voices of the righteous? And no voice from the Democrats and the Republicans can save the spiri...,rep,The POTUS must take the Kingdom of Heaven!,2019,5,Wednesday
956,"May 4, 2019",1.0,https://www.gofundme.com/democrats-put-your-money-where-your-mouth-is,"Scarborough, ME",0.0,ME,This is a political competition between Republicans and Democrats!  Two fundraising campaigns are currently active. The campaign that raises the most money will win the competition!  The money from the winning campaign will be donated to the Presidential nominee of the victorious campaign's polit...,rep,Democrats - Put Your Money Where Your Mouth Is!,2019,5,Saturday
957,"May 4, 2019",100000.0,https://www.gofundme.com/quality-of-life-billboards,"Milwaukee, WI",0.0,WI,Regardless of who the Democratic candidate for president is in 2020 the Republican party will attack the candidate and their policy proposals as socialist.  They will play upon the fear and ignorance of the American people of what democratic socialism is and what it can do for them.  We need to g...,rep,Quality of Life billboards,2019,5,Saturday
958,"May 2, 2019",100.0,https://www.gofundme.com/alexander-valle-nicholas-for-president-2036,"Phoenix, AZ",0.0,AZ,"I believe that the United States is becoming the very thing the Founding Fathers feared. Polarized and forced into factions. The United States is the best country in the world but In order to stay on top, polarization can not occur. I’m a registered independent who believes that the best policy i...",rep,Alexander Valle Nicholas for President 2036,2019,5,Thursday
959,"May 1, 2019",128000.0,https://www.gofundme.com/1mhyhdyac0,"Katy, TX",0.0,TX,"Well as a black republican my family and friends have turned their back on me, cutting me off financially, leaving me homeless ( I have been sleeping at a bar), and to fend for myself. I graduate high school on June 2nd, and it has been my dream to attend the University Of Texas, any donations co...",rep,Black Trump Supporter In Need of Help,2019,5,Wednesday
960,"May 15, 2019",100000.0,https://www.gofundme.com/the-reason-party,"Riverside, CA",0.0,CA,The American political system is broken.  The rich have the most influence in how the country is run and the electorate is incapable of discerning good candidates from bad.  Which is not surprising because most of the candidates are either robber barons or used car salesmen.  Who then bow the maj...,rep,The Reason Party,2019,5,Wednesday
961,"April 30, 2019",10000.0,https://www.gofundme.com/on-the-road-in-the-21st-century,"Mchenry, IL",0.0,IL,"Do you like the novels of Jack Kerouac, especially On the Road and The Dharma Bums? Do you love French New Wave films, such as Godard's Pierrot le Fou and Rouch and Morin's Chronique d'un été? Then please help fund this cinéma vérité documentary which will document a voyage across America in sear...",rep,On the Road in the 21st Century,2019,4,Tuesday
962,"April 29, 2019",165000.0,https://www.gofundme.com/the-office-of-the-citizen,"Franklin, TN",0.0,TN,The Office Of The Citizen is a newly formed organization that encourages Americans to be there highest and best self; especially when well-meaning politicians enact policies that sometimes have adverse effect on its citizenry. The Office Of The Citizen podcast will be an educational tool and in e...,rep,The Office Of The Citizen,2019,4,Monday
963,"April 25, 2019",2500.0,https://www.gofundme.com/inland-empire-young-democrats,"Fontana, CA",0.0,CA,"Hi, I'm Jeremy Paul Ortiz, a proud citizen.  I have never been more proud to be an American than I have been this year. Interning for a congressional representative has given me so much insight into the legislative process and what it means to represent the great people of this country. The feeli...",rep,Inland Empire Young Democrats,2019,4,Thursday
964,"April 24, 2019",150000.0,https://www.gofundme.com/avfn8-time-to-leave-the-country,"Crestwood, IL",0.0,IL,"Simply, I am fed up with Trump and Republican Party. I can go on and on about their beliefs, hypocrisy and how disgusting I find them. I believe they are destroying this country and I want no part of the changes they are trying to make. So if you think as a liberal I am anti American, step up don...",rep,Time to Leave the Country,2019,4,Wednesday
965,"April 24, 2019",10000.0,https://www.gofundme.com/fywys-we-the-people,"Pittsburgh, PA",0.0,PA,"www.joepublic1776.net  We at Joe Public Lobby for bills that matter to every day Americans such as gun control, wage increase, trade, education and many other Bills this is a way to compete with corporation lobbyist and place the focus back on the American people  giving us a true voice in Washin...",rep,We The People,2019,4,Wednesday
966,"April 23, 2019",7000000.0,https://www.gofundme.com/no-person-in-the-usa-is-above-the-law,"Cincinnati, OH",0.0,OH,This President and his administration has sent us a message. That he is above the law. I want to send him a message;  this is the United States of America and in this country; no person is above the law! So I want 7 million American Citizens to donate $1 to this fund and add their name to a class...,rep,No person in the USA is above the law,2019,4,Tuesday
