Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
51,https://www.gofundme.com/liberal-democrats-2019-moncrieff,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Sly GRYPHON as a House of Representatives candidate for the division of Moncrieff in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fees...,Liberal Democrats 2019 - Moncrieff,dem,0,2000                    ," April 4, 2019",2000.0,0.0
52,https://www.gofundme.com/sk4kz-teaching-democrats-to-stop-voting-democrat,"Airville, PA",This campaign is an effort to create a movement throughout America's cities that are strong democratic areas. We want to teach inner city residents to stop pushing the democrat button just because they are told to do so. The democratic party has become an institution of insanity that will destroy...,Teaching democrats to stop voting democrat !,dem,0,1.0M                    ," January 30, 2019",1000000.0,0.0
53,https://www.gofundme.com/special-needs-helmets-for-the-democrats,"Coolidge, AZ",I'm concerned about the Democrats. The majority of them are one bump in the head away for complete disability. These helmets will protect their inability to make decisions that affect the American People. In the news today several of them show just how much these helmets are needed. It's sad that...,Nutcase Helmets For The Democrats,dem,0,5000                    ," January 7, 2019",5000.0,0.0
55,https://www.gofundme.com/6adsmuo,"White Oak, TX",My name is Es .making disabled democrats feel proud. The right to be counted. .My goal is to make sure disadvantage democrats .Have. The Ride to vote!,Democrat The Ride To Vote,dem,0,10000                    ," October 23, 2018",10000.0,0.0
56,https://www.gofundme.com/expose-hypocritical-democrats,"Fremont, CA",To defeat Ro Khanna.,Expose Hypocritical Democrats,dem,0,100000                    ," September 24, 2018",100000.0,0.0
57,https://www.gofundme.com/democrats-for-unity,"Cortaro, AZ","At The Democrats For Unity Organization we work to enhance the youth vote while promoting the Democratic and progressive agenda. We organize marches, town halls, conventions, and so much more! Yet, we are just getting started and want you to join us on this great journey ahead!",Democrats For Unity,dem,0,3000                    ," July 14, 2018",3000.0,0.0
58,https://www.gofundme.com/young-democrats-of-america-convention,"Chattanooga, TN","I've been selected as a member of the Tennessee delegation for the Young Democrats of America National Convention to re-elect our officers.  Nancy Pelosi and Presidential candidate Pete Buttigieg will be giving separate addresses at the convention.   These funds are to cover registration, travel,...",Young Democrats of America Convention,dem,0,1700                    ," July 9, 2019",1700.0,0.0
59,https://www.gofundme.com/expenses-for-young-democrats-of-america-convention,"Long Beach, CA","Hello and thank you for checking out my fundraiser. My name is Patrick Swymer and I have been selected as a delegate to represent the California Young Democrats at the Young Democrats of America National Convention in Indianapolis on July 17 - 20.   I am beyond humbled by this honor. However, del...",Expenses for Young Democrats of America Convention,dem,0,500                    ," July 8, 2019",500.0,0.0
62,https://www.gofundme.com/democrats-30-day-vacation-to-dominican-republic,"Minden, NV",Since the democrats have done so much for us it's time to pay our respects and treat them to a 30 day vacation to the Dominican Republic for cocktails and beach time.,Democrats 30 Day Vacation to Dominican Republic,dem,0,10000                    ," June 25, 2019",10000.0,0.0
63,https://www.gofundme.com/1o7sz58hqo,"Yorktown Heights, NY",We feel our Democrats in Congress need a vacation. We found the perfect resort in the Dominican Republic! 100% of the proceeds will go to the re-election campaign for President Trump  K.A.G. 2020,Send Democrat Congress To The Dominican Republic,dem,0,1.0M                    ," June 19, 2019",1000000.0,0.0
66,https://www.gofundme.com/pay-my-student-loan-ill-never-vote-democrat-again,"Montgomery, AL","I vote Democrat in almost ever election. Why? Because I have to vote my situation as most people try to do. I have three jobs and have for years. The Democratic Party claims they must do student loan forgiveness, so I continue to vote for them. That’s the reason. I’m doing this to see what happen...",Pay my student loan I’ll never vote Democrat again,dem,0,50000                    ," May 29, 2019",50000.0,0.0
67,https://www.gofundme.com/kqnmje-democrat,"Somerset, OH","my home burned,and a week later i also lost my car,nothing left means i will be losing my girlfriend who i love and i want to marry i will lose her next.how could such bad luck all be at the same time",democrat,dem,0,5000                    ," May 24, 2019",5000.0,0.0
71,https://www.gofundme.com/democratsforsafeAmerica,"Brooklyn, NY","Supporters of Democrats, pro choice, LGBT, and Anti trump. Looking foward to show replicans that America is for all and even non trump supporters, muslims are warmly welcomed. If we need a great America Trump must be impeached. Support the movment.","Democrats with money, Trump impeachment",dem,0,100000                    ," May 17, 2019",100000.0,0.0
74,https://www.gofundme.com/send-college-democrats-at-uci-to-convention,"Irvine, CA","The College Democrats at UC Irvine want to send 12- 18 students to San Francisco this year. To bring as many students as possible while also keeping costs low for college students, we need your help!",Send College Democrats at UCI to Convention,dem,0,1000                    ," April 8, 2019",1000.0,0.0
75,https://www.gofundme.com/liberal-democrats-2019-rankin,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Bede MUDGE as a House of Representatives candidate for the division of Rankin in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fees to...,Liberal Democrats 2019 - Rankin,dem,0,2000                    ," April 4, 2019",2000.0,0.0
76,https://www.gofundme.com/liberal-democrats-2019-brisbane,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run a House of Representatives candidate for the division of Brisbane in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fees to run candidat...,Liberal Democrats 2019 - Brisbane,dem,0,2000                    ," April 4, 2019",2000.0,0.0
77,https://www.gofundme.com/liberal-democrats-2019-mcpherson,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Scott CROWE as a House of Representatives candidate for the division of McPherson in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fees...,Liberal Democrats 2019 - McPherson,dem,0,2000                    ," April 4, 2019",2000.0,0.0
78,https://www.gofundme.com/liberal-democrats-2019-leichhardt,"Brisbane, AUS",Please help the Liberal Democrats run a candidate in your local electorate.  This funding drive is to run Sly GRYPHON as a House of Representatives candidate for the division of Leichhardt in the upcoming 2019 Australian Federal Election.  The major parties have been increasing the nomination fee...,Liberal Democrats 2019 - Leichhardt,dem,0,2000                    ," April 3, 2019",2000.0,0.0
80,https://www.gofundme.com/DemGone,"Adolphus, KY","So, heres the deal..you want trump to win in 2020? Well why not get rid of a bunch of people that would vote Democrat or anyone else other than tRUMP? Believe me we want to leave but the economy is so bad no one but the rich can afford to leave.. so You want us gone? Then help us go.. With the mo...",Democrat ready to leave,dem,0,5.0M                    ," March 29, 2019",5000000.0,0.0
81,https://www.gofundme.com/abort-democrats,"La Plata, MD",I need funds to start a Political Action Committee to follow President Trump's leadership and FIGHT BACK against those that attack our 1rst Amendment Rights. Trump supporters can't even go into public spaces wearing a MAGA hat without fear of violence against them without ANY REPERCUSSION! NO MOR...,Abort Democrats,dem,0,20000                    ," March 14, 2019",20000.0,0.0
