,funds,link,location,summary,title
608,"
$125 raised of $20.0M                    ",https://www.gofundme.com/help-build-a-wall-for-our-potus-and-our-country,"Park Ridge, NJ","Our country is under siege! Millions of illegals pour in through our southern border bringing crime, disease, death, and immortality! Like a majority of Americans we elected President Donald J Trump to Make America Great Again. President Trump’s main campaign promise was to BUILD THE WALL. And as...",We The People Will Found The Wall
609,"
$10 raised of $500.0M                    ",https://www.gofundme.com/phj8a-build-the-wall,"Garden City, MO",Help fund the wall. American safety comes before illegal votes and illegal immigration. ...Obstructionis Democrats do not care about the safety of the American people . We need to secure our borders and it is up to US the American people. If everyone would contribute just a few dollars we would h...,BUILD THE WALL
610,"
$80 raised of $30,000                    ",https://www.gofundme.com/the-people-vs-robert-mueller,"Grove City, MN","The Mueller investigation is illegal, unconstitutional and politically motivated. He answers to no one and is setting a precedent that threatens the survival of our republic.  The executive branch, Donald Trump, has the power to shut him down but if he does, Mueller will try to impeach him for ob...",The People vs Robert Mueller
611,"
$520 raised of $11,000                    ",https://www.gofundme.com/educate-sikh-afgan-children,"Laguna Hills, CA",summary was NoneType,Education for Sikh Afghan Children
612,"
$220 raised of $200                    ",https://www.gofundme.com/political-operative,"Baltimore, MD","The past few years I have been traveling around the country trying to help elect democrats. I have organized in Wisconsin, Virginia, New Hampshire and Maryland. I have recently accepted a job as the Deputy Finance Director for the Iowa House Democrats. Unfortunately, the drive out to Iowa is over...",new job- help me get there!
613,"
$25 raised of $1,000                    ",https://www.gofundme.com/supportcsufgop,"Fullerton, CA","The CSUF Republicans seek to support conservative students, empowering them to be active on campus and in the community.  We've faced attacks from liberal student groups and ANTIFA. One our students was physically assaulted by a professor on campus. We were even sued by California Democrats. We n...",Support the CSUF Republicans!
614,"
$35 raised of $100,000                    ",https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",summary was NoneType,Stand up for the unborn
615,"
$1,600 raised of $2,500                    ",https://www.gofundme.com/8ls22c,"Arcata, CA","Background:  Sofia was recently selected for the 2014 class of the Women's Campaign School (WCS) at Yale--a prestigious program that selects 20 women from around the world. WCS is a non-partisan, issue neutral leadership program that helps women get elected to office. She is raising money to cove...",Send Sofia to Yale!
616,"
$1,925 raised of $3,000                    ",https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT","Hi Everyone! I'm Chris, most recently an organizer for Hillary Clinton in deep-red Butler County, Ohio, John Boehner's old district. I was in Ohio five months, from mid-June until mid-November, organizing for the Democratic team.  Though we lost Ohio and the election, I believe we did good work i...","Help! Car Ate Wallet, Need New One"
617,"
$75 raised of $250,000                    ",https://www.gofundme.com/black-conservatives-music-festival,"Hemet, CA","To All,  The purpose is to raise funds for the Black Conservative Task Force Music Festival. An outreach to the predominantly African American community who are becoming more politically active and walking away from the Democratic Party. Plans for two major events in California and Boston are und...",Black Conservatives Music Festival
618,"
$217 raised of $100,000                    ",https://www.gofundme.com/menefee-for-congress,"Stafford, TX",The 9th District in Texas has been run in the ground by the Democrats since 2005 when it was redistricted.  Its time that the people in the 9th District were represented by someone who stands for smaller government and more money in the peoples hands.  Income tax cuts don't work for this district...,Menefee for Congress
619,"
$190 raised of $4,815                    ",https://www.gofundme.com/nc7737-fall-semester-tuition,"Auburn, AL",Hello fellow Americans!  I am a unicorn aka black conservative and student studying Engineering and I am struggling to make my Fall semester payment. I work part-full time but I do not make enough to cover all of my living expenses and tuition/books. Work has also caused me some anxiety and stres...,Fall Semester Tuition
620,"
$1,200 raised of $5,000                    ",https://www.gofundme.com/jeff-quotjrquot-noyes-house-fire,"Russellville, AR","Jeff ""J.R."" Noyes lost everything that he had in a house fire in the early morning hours of January 12.  J.R. was renting this house at the time and did not have rental insurance. Any money raised through this campaign will go to help replace items lost and help him establish a new residence.  J....","Jeff ""J.R."" Noyes House Fire"
621,"
$100 raised of $5.0M                    ",https://www.gofundme.com/artkidney,"Orange Park, FL","Hello. My name is Michael and I, like millions of other people, have Kidney Disease.  Before reading any further, I’d like you to know that these funds are not being raised for me but for us. While you may not have Kidney Disease or know anyone that does, I hope to appeal to your compassion and e...",Artificial Kidney Research Funding
622,"
$1,826 raised of $15,000                    ",https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA","￼ MISS AMERICA is a nonpartisan documentary series that profiles the untold personal stories of women in politics today.  From  first time candidates to Senators in the national spotlight, each episode will explore the stark contrast between the reality of entrenched power structures, and the asp...",Miss America - Proof of Content
623,"
$30 raised of $5,000                    ",https://www.gofundme.com/kenneth-morgan-for-congress,"Chesapeake, OH",Hello everyone!  Moderates in America don’t have a defined voice in our political system right now.  The Republican party has gradually moved out of arm’s length to our right and the Democrat party is so far to the left that they have been lost over the horizon.  I believe that the Democrats are...,Kenneth Morgan for Congress
624,"
$155 raised of $25,000                    ",https://www.gofundme.com/david-tulis-show,"Soddy Daisy, TN","I have been on the air for six years in Chattanooga, defending godly concepts such as marriage, free markets, God's law, the rights of the people, property, the certainty of law, equity as a principle, the claims of the Good News of Jesus Christ upon not just the individual, but upon society as a...",David Tulis show
625,"
$100 raised of $500                    ",https://www.gofundme.com/6th-annual-bring-joy-to-a-refugee-child-in-sa,"San Antonio, TX","Bexar County Young Tejano Democrats are happy to celebrate the 6th Annual Bring Joy to a Refugee Child in SA Toy Drive. This annual holiday project started by a group of students from the University of the Incarnate Word, St. Mary's University, the University of Texas at San Antonio, and high sch...",6th Annual Bring Joy to a Refugee Child in SA
626,"
$1,985 raised of $3,480                    ",https://www.gofundme.com/97xszwfw, ,"To my family, friends and all of my fellow Republicans, I am pleased to announce that I am running to be a national delegate to the 2016 Republican National Convention! This campaign will not be easy, in fact it will be one of the hardest things I have ever done to date. However I am ready to fig...",Connor Price for National Delegate
627,"
$2,240 raised of $4,000                    ",https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",Thanks again for your participation! The Pennsylvania Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2OD9P4Z   Results from the Pennsylvania Governor's race are also available: https://bit.ly/2xyK2Up   The goal has now been raised fo...,2018 Pennsylvania Midterm Election
